origin_text_id;text_id;origin_text_en;text_en;label_vader
sosialisasi etle dan aplikasi smart city . polsek pulau pinang polres lahat polda sumsel;sosialisasi etle dan aplikasi smart city polsek pulau pinang polres lahat polda sumsel;Etle socialization and smart city applications. Pinang Island Police, South Sumatra Regional Police, Lahat Police;etl social smart citi applic pinang island polic south sumatra region polic lahat polic;1
berikut tahapan tilang elektornik 1 . pelanggaran terekam oleh kamera etle 2 . pengolahan data oleh petugas 3 . data klarifikasi 4 . surat tilang 5 . konfirmasi pembayaran;ikut tahap tilang elektornik langgar rekam oleh kamera etle olah data oleh tugas data klarifikasi surat tilang konfirmasi bayar;The following are the stages of an electronic ticket 1. violations recorded by camera etle 2 . data processing by officers 3 . clarification data 4 . ticket 5 . payment confirmation;follow stage electron ticket violat record camera etl data process offic clarif data ticket payment confirm;-1
kapolda aceh lihat langsung sistem tilangetle;kapolda aceh lihat langsung sistem tilangetle;the Aceh police chief saw first hand the ticket system;aceh polic chief saw first hand ticket system;1
polisi ungkap tilang sistem etle timbulkan perilaku kesengajaan pelanggaran lalu lintas para pengendara kendaraan;polisi ungkap tilang sistem etle timbul perilaku sengaja langgar lalu lintas para kendara kendara;The police revealed that the ticket system of the etle system caused intentional behavior of traffic violations for motorists;polic reveal ticket system etl system caus intent behavior traffic violat motorist;-1
etle mobile sudah resmi beroperasi . terpasang di mobilmobil patroli polisi , begini cara kerja etle mobile .;etle mobile sudah resmi operasi pasang di mobilmobil patroli polisi begini cara kerja etle mobile;etle mobile is officially operational. installed in police patrol cars, this is how etle mobile works.;etl mobil offici oper instal polic patrol car etl mobil work;0
masyarakat transportasi indonesia mti memberi sejumlah catatan terkait penerapan tilang elektronik atau etle di jakarta dan sekitarnya .;masyarakat transportasi indonesia mti beri jumlah catat kait terap tilang elektronik atau etle di jakarta dan sekitar;The Indonesian Transportation Society, MTI, provided a number of notes regarding the implementation of electronic tickets or ETL in Jakarta and its surroundings.;indonesian transport societi mti provid number note regard implement electron ticket etl jakarta surround;1
ribuan stnk diblokir polisi usai pemilik tak bayar denda tilang etle;ribu stnk blokir polisi usai milik tak bayar denda tilang etle;Thousands of STNK were blocked by the police after the owner failed to pay a ticket fine;thousand stnk block polic owner fail pay ticket fine;-1
satlantas polresta bandung akan menerapkan penegakan hukum terhadap pelanggaran lalu lintas secara elektronik berupa etle mobile di wilayah hukum polresta bandung . ayo patuh dan tertib berlalu lintas;satlantas polresta bandung akan terap tega hukum hadap langgar lalu lintas cara elektronik upa etle mobile di wilayah hukum polresta bandung ayo patuh dan tertib lalu lintas;Bandung Satlantas Polresta will implement law enforcement against traffic violations electronically in the form of etle mobile in the jurisdiction of the Bandung Police. let's obey and orderly traffic;bandung satlanta polresta implement law enforc traffic violat electron form etl mobil jurisdict bandung polic let obey orderli traffic;-1
polantas dilarang tilang manual , kapolri semua gunakan tilangelektronik;polantas larang tilang manual kapolri semua guna tilangelektronik;traffic police are prohibited from manual ticketing, all police chiefs use electronic ticketing;traffic polic prohibit manual ticket polic chief use electron ticket;0
polda jateng uji coba etilang drone , begini cara kerjanya;polda jateng uji coba etilang drone begini cara kerja;the Central Java Regional Police is testing the etilang drone, here's how it works;central java region polic test etilang drone work;0
komisioner kompolnas sambut baik dan apresiasi kebijakan kapolri terkaitetle;komisioner kompolnas sambut baik dan apresiasi bijak kapolri terkaitetle;Kompolnas Commissioner welcomes and appreciates the Kapolri's policy regarding email;kompolna commission welcom appreci kapolri polici regard email;1
sasaran pelanggaran kamera etle;sasar langgar kamera etle;etle camera violation target;etl camera violat target;-1
rap song lakhi ne ema gai nakho etle sambhal vama taklif na pade;rap song lakhi ne ema gai nakho etle sambhal vama taklif na pade;rap song lakhi ne ema gai nakho etle sambhal vama taklif na pade;rap song lakhi ne ema gai nakho etl sambhal vama taklif na pade;0
polda metro jaya saat ini tengah mempersiapkan kamera etle mobile untuk ditempatkan di wilayah yang tak mempunyai kamera etle statis .;polda metro jaya saat ini tengah siap kamera etle mobile untuk tempat di wilayah yang tak punya kamera etle statis;Polda Metro Jaya is currently preparing Etle Mobile cameras to be placed in areas where there are no static Etle cameras.;polda metro jaya current prepar etl mobil camera place area static etl camera;-1
etle jalan tol trans sumatera kendaraan tercapture melebihi batas kecepatan pada km 108 jalur a dan b . . .;etle jalan tol trans sumatera kendara tercapture lebih batas cepat pada km jalur a dan b;On the Trans Sumatran toll road, a vehicle is caught exceeding the speed limit at km 108 on lanes A and B. . .;tran sumatran toll road vehicl caught exceed speed limit km lane b;0
plg parah lampu blitz nya kamera etilang ato apa sih namanya yg menuju blok m silau bgt . tiap lewat situ mata langsung kunang2;plg parah lampu blitz nya kamera etilang ato apa sih nama yg tuju blok m silau bgt tiap lewat situ mata langsung nang;it's too bad the flash is the etilang camera or what's the name that goes to block m, it's so dazzling. every time you pass there, your eyes immediately catch fire;bad flash etilang camera name goe block dazzl everi time pass eye immedi catch fire;-1
mau bayar denda etilang gmn caranya kalo websitenya gak bisa diakses gini;mau bayar denda etilang gmn cara kalo websitenya gak bisa akses gin;If you want to pay an etilang fine, how can you do it if the website can't be accessed like this;want pay etilang fine websit access like;-1
begini cara bantah surat etilang jika anda tak langgar aturan lalulintas;begini cara bantah surat etilang jika anda tak langgar atur lalulintas;Here's how to refute an etilang letter if you don't violate traffic rules;refut etilang letter violat traffic rule;1
kapolda meminta agar kamera electronic traffic law enforcement etle di dki jakarta ditambah .;kapolda minta agar kamera electronic traffic law enforcement etle di dki jakarta tambah;the regional police chief requested that the electronic traffic law enforcement cameras in DKI Jakarta be added.;region polic chief request electron traffic law enforc camera dki jakarta ad;0
di lapangan polisi hanya beri teguran buat pelanggar lalulintas , penindakan lewat etle;di lapang polisi hanya beri tegur buat langgar lalulintas tindak lewat etle;in the field the police only give warnings for traffic violators, take action via etle;field polic give warn traffic violat take action via etl;-1
pak hehehe , mrk akan pakai full face helmet dg kaca gelap dan masker pak pemotor di probolinggo mencopot pelat untuk menghindari tilang elektronik . polri bakal menggunakan fitur pengenal wajah untuk menilang para pengendara itu .;pak hehehe mrk akan pakai full face helmet dg kaca gelap dan masker pak motor di probolinggo copot pelat untuk hindar tilang elektronik polri bakal guna fitur kenal wajah untuk tilang para kendara itu;sir hehehe, they will be wearing full face helmets with dark mirrors and masks, sir motorists in Probolinggo, removing the plates to avoid electronic fines. The National Police will use the facial recognition feature to ticket the drivers.;sir heheh wear full face helmet dark mirror mask sir motorist probolinggo remov plate avoid electron fine nation polic use facial recognit featur ticket driver;-1
warga prob punya dua pilihan copot plat copot kamera etle;warga prob punya dua pilih copot plat copot kamera etle;Prob residents have two options, take off the plate, take off the camera;prob resid two option take plate take camera;0
koran online polisi dilarang tilang manual dan diminta pakai etle;koran online polisi larang tilang manual dan minta pakai etle;online newspaper, the police are prohibited from manual fines and asked to use etle;onlin newspap polic prohibit manual fine ask use etl;0
sebaiknya polisi bs menilang pemotor yg merokok sambil berkendara kalo ada bukti rekaman videonya yg menunjukkan pelat nomor motor dan orgmya pas lg merokok gak perlu via kamera etle tp dr laporan masyarakat .;baik polisi bs tilang motor yg rokok sambil kendara kalo ada bukti rekam video yg tunjuk pelat nomor motor dan orgmya pas lg rokok gak perlu via kamera etle tp dr lapor masyarakat;The police should be able to ticket motorists who smoke while driving if there is video evidence showing the license plate number of the motorbike and the person who is smoking, there is no need to go via Etle camera, but from community reports.;polic abl ticket motorist smoke drive video evid show licens plate number motorbik person smoke need go via etl camera commun report;-1
masalahna di sukabumi acan aya etle na haha . di kota ciga bandung emang geus jarang pisan tilang langsung , termasuk di soekarnohatta nu biasana rame polisi ayeuna mah tara aya .;masalahna di sukabumi acan aya etle na haha di kota ciga bandung emang geus jarang pis tilang langsung masuk di soekarnohatta nu biasana rame polisi ayeuna mah tara aya;the problem is in sukabumi acan aya etle na haha ​​. In the city of Ciga, Bandung, it's really rare to get a direct ticket, including in Soekarno-Hatta, it's usually crowded with police, Ayeuna Mah Tara Aya.;problem sukabumi acan aya etl na haha citi ciga bandung realli rare get direct ticket includ soekarno hatta usual crowd polic ayeuna mah tara aya;1
untuk memaksimalkan penyebaran informasi terkait etle , ditlantas polda gorontalo melakukan sosialisasi di lingkungan mahasiswa melalui program kampus pelopor keselamatan dalam rangka sosialisasi etle di universitas bina mandiri .;untuk maksimal sebar informasi kait etle ditlantas polda gorontalo laku sosialisasi di lingkung mahasiswa lalu program kampus pelopor selamat dalam rangka sosialisasi etle di universitas bina mandiri;To maximize the dissemination of information related to Ethle, the Gorontalo Regional Police have conducted socialization among students through the Safety Pioneer Campus Program in the framework of Ethle socialization at Bina Mandiri University.;maxim dissemin inform relat ethl gorontalo region polic conduct social among student safeti pioneer campu program framework ethl social bina mandiri univers;1
bhabinkamtibmas desa siangan sosialisasi etle;bhabinkamtibmas desa siang sosialisasi etle;bhabinkamtibmas noon village socialization etle;bhabinkamtibma noon villag social etl;0
panen dong etle , kari ngirimi surat tok;panen dong etle kari ngirimi surat tok;harvest dong etle, curry sent a letter tok;harvest dong etl curri sent letter tok;0
cctv etle di kota pasuruan mulai beroperasi januari 2023 . pasuruan kota pasuruan akan memasang dua unit cctv etle electronic traffic law enforcement . via;cctv etle di kota pasuruan mulai operasi januari pasuruan kota pasuruan akan pasang dua unit cctv etle electronic traffic law enforcement via;Etle CCTV in Pasuruan City will start operating January 2023. pasuruan, pasuruan city will install two cctv units, etle electronic traffic law enforcement. via;etl cctv pasuruan citi start oper januari pasuruan pasuruan citi instal two cctv unit etl electron traffic law enforc via;0
shona already bjp ne khabar padi gai chhe ke apdi situation have kharab chhe etle aa badhu karya vagar emno med pade em nthi;shona already bjp ne khabar padi gai chhe ke apdi situation have kharab chhe etle aa badhu karya vagar emno med pade em nthi;shona already bjp ne khabar padi gai chhe ke apdi situation have kharab chhe etle aa badhu by vagar emno med pade em nthi;shona alreadi bjp ne khabar padi gai chhe ke apdi situat kharab chhe etl aa badhu vagar emno med pade em nthi;0
polisi mengusut dugaan penggunaan nopol palsu pelanggar lalin yang terekam kamera etle . pelaku akan dijerat pidana jika terbukti palsukan nopol kendaraan .;polisi usut duga guna nopol palsu langgar lalin yang rekam kamera etle laku akan jerat pidana jika bukti palsu nopol kendara;The police are investigating the alleged use of fake traffic numbers recorded by ETL cameras. The perpetrator will be criminally charged if proven to have faked the vehicle number.;polic investig alleg use fake traffic number record etl camera perpetr crimin charg proven fake vehicl number;-1
tinggal nunggu surat etilang sih;tinggal nunggu surat etilang sih;just waiting for the etilang letter anyway;wait etilang letter anyway;0
polantas dilarang tilang manual , tp banyak oknum pakai plat palsu yang kena tilang etle ini merugikan sekali pak , tolong dikaji ulang sistem etle . orang lain yg melanggar orang lain yg dirugikan .;polantas larang tilang manual tp banyak oknum pakai plat palsu yang kena tilang etle ini rugi sekali pak tolong kaji ulang sistem etle orang lain yg langgar orang lain yg rugi;traffic police are prohibited from manual fines, but many people using fake plates who get fined etle are very detrimental, sir, please review the etle system. other people who violate other people who are harmed.;traffic polic prohibit manual fine mani peopl use fake plate get fine etl detriment sir pleas review etl system peopl violat peopl harm;-1
surat terbuka untuk customer ojol yang terhormat , kalo di tawarin pake helm oleh driver tolong di pake aja , jangan menolak dan gak mau pake helm , karena ketika kena tilang etle , itu sepenuhnya tanggung jawab driver . ente mah enak maen cabut2 aja eettdeh;surat buka untuk customer ojol yang hormat kalo di tawarin pake helm oleh driver tolong di pake aja jangan tolak dan gak mau pake helm karena ketika kena tilang etle itu sepenuh tanggung jawab driver ente mah enak maen cabut aja eettdeh;An open letter to esteemed ojol customers, if the driver offers to use a helmet, please just wear it, don't refuse and don't want to wear a helmet, because when you get an etle ticket, that's entirely the driver's responsibility. You are good at playing, just unplug it, eettdeh;open letter esteem ojol custom driver offer use helmet pleas wear refus want wear helmet get etl ticket entir driver respons good play unplug eettdeh;1
dapat surat tilang elektronik salah sasaran segera lakukan prosedur ini ya;dapat surat tilang elektronik salah sasar segera laku prosedur ini ya;got an electronic ticket wrong target immediately do this procedure ok;got electron ticket wrong target immedi procedur ok;-1
kunker ke polres kaur , kapolda bengkulu resmikan rumah dinas , beri penghargaan hingga launching etle;kunker ke polres kaur kapolda bengkulu resmi rumah dinas beri harga hingga launching etle;kunker to the Kaur police, the Bengkulu regional police chief inaugurated the official residence, gave awards to the launching of etle;kunker kaur polic bengkulu region polic chief inaugur offici resid gave award launch etl;1
tilang manual kembali diterapkan polda metro jaya . pengendara yang tertangkap basah memalsukan dan melepas pelat nomor kendaraan , akan ditilang di tempat . paa selengkapnya;tilang manual kembali terap polda metro jaya kendara yang tangkap basah palsu dan lepas pelat nomor kendara akan tilang di tempat paa lengkap;Manual tickets are again being applied by Polda Metro Jaya. Motorists who are caught falsifying and taking off their license plates will be fined on the spot. pa more;manual ticket appli polda metro jaya motorist caught falsifi take licens plate fine spot pa;0
polda aceh tak lagi terapkan tilang manual;polda aceh tak lagi terap tilang manual;Aceh police no longer apply manual ticketing;aceh polic longer appli manual ticket;-1
tiap baca soal etle mesti kelingan mbakyu;tiap baca soal etle mesti keling mbakyu;every time I read about Etle, I have to be mindful, Mbakyu;everi time read etl mind mbakyu;0
tilang elektronik bakal diterapkan di balangan , ada 3 titik pemasangan kamera pantau;tilang elektronik bakal terap di balang ada titik pasang kamera pantau;An electronic ticket will be applied at Balangan, there are 3 monitoring camera installation points;electron ticket appli balangan monitor camera instal point;0
ini etilang ya mz di dalemnya ada foto pas ditilangnya mz;ini etilang ya mz di dalem ada foto pas tilang mz;this is the etilang, mz, inside there is a photo when it was ticketed, mz;etilang mz insid photo ticket mz;0
polisi belum memberi sanksi tilang terhadap pelanggar etle di kendari .;polisi belum beri sanksi tilang hadap langgar etle di kendari;the police have not given fines to violators in kendari.;polic given fine violat kendari;-1
polda jabar mulai terapkan tilang elektronik , pembayaran hanya melalui bank;polda jabar mulai terap tilang elektronik bayar hanya lalu bank;Polda Jabar started implementing electronic tickets, payment only through banks;polda jabar start implement electron ticket payment bank;0
tilang elektronik di ambon , ditlantas polda maluku perhari ada 1 . 500 pelanggaran;tilang elektronik di ambon ditlantas polda malu hari ada langgar;Electronic ticketing in Ambon, Maluku Police trafficked per day there is 1. 500 violations;electron ticket ambon maluku polic traffick per day violat;-1
terobosan inovatif polri . semoga bisa berjalan baik dan konsisten . pelayanan tetap prima . hanya saja , apakah tilang etle mobile bisa dijadikan nego , pak unggah atau tidak diunggah;terobos inovatif polri moga bisa jalan baik dan konsisten layan tetap prima hanya saja apakah tilang etle mobile bisa jadi nego pak unggah atau tidak unggah;police innovative breakthroughs. I hope it goes well and consistently. excellent service. it's just that, can the etle mobile ticket be negotiable, sir upload it or not upload it;polic innov breakthrough hope goe well consist excel servic etl mobil ticket negoti sir upload upload;1
polisi kembangkan etle mampu deteksi pengendara tak punya sim;polisi kembang etle mampu deteksi kendara tak punya sim;police develop etle capable of detecting drivers without a sim;polic develop etl capabl detect driver without sim;1
hog hag wae jeung kastamer nu teu dak mak helm , cik atuh euy bisi keur sue kaotop ku budayakeun make helm demi keselamatan rungkad atuh kami beunang etle mah jow baraya ojol gow ah rada diedukasikeun dan tegaskeun lur ka kabeh kastamer pic hanya pemanis;hog hag wae jeung kastamer nu teu dak mak helm cik atuh euy bis keur sue kaotop ku budayakeun make helm demi selamat rungkad atuh kami beunang etle mah jow baraya ojol gow ah rada diedukasikeun dan tegaskeun lur ka kabeh kastamer pic hanya man;hog hag wae jeung caster nu teu dak mak helm, sis atuh euy bisi keur sue kaotop ku Budayakeun wear a helmet for safety's sake atuh we are beunang etle mah jow baraya ojol gow ah it's a bit educated and firm keun lur ka all casters pic is just a sweetener;hog hag wae jeung caster nu teu dak mak helm si atuh euy bisi keur sue kaotop ku budayakeun wear helmet safeti sake atuh beunang etl mah jow baraya ojol gow ah bit educ firm keun lur ka caster pic sweeten;0
kapolda aceh lihat langsung sistem tilangetle;kapolda aceh lihat langsung sistem tilangetle;the Aceh police chief saw first hand the ticket system;aceh polic chief saw first hand ticket system;1
bukti masyarakat probolinggo ga percaya dengan tilang elektronik ini kenapa ga percaya merasa sadar ga bisa melanggar lalu lintas , dua takut cctv nya salah motret .;bukti masyarakat probolinggo ga percaya dengan tilang elektronik ini kenapa ga percaya rasa sadar ga bisa langgar lalu lintas dua takut cctv nya salah motret;proof that the people of Probolinggo don't believe in electronic fines, why don't they believe that they are aware that they can't violate traffic, two are afraid that the CCTV shot is wrong.;proof peopl probolinggo believ electron fine believ awar violat traffic two afraid cctv shot wrong;-1
ha etle ahi pan maulana dargah nd masjido vala ne sarkari paise 15 , 200 pagar chalu thay khali diwali ban thay ane bija bada healthy fatakda election , christmas , new year , cricket jit e chalu rahe;ha etle ahi pan maulana dargah nd masjido vala ne sarkari paise pagar chalu thay khali wali ban thay ane bija bada healthy fatakda election christmas new year cricket jit e chalu rahe;ha etle ahi pan maulana dargah nd masjido vala ne sarkari paise 15 , 200 Pagar chalu thay khali diwali ban thay ane bija bada healthy fatakda election , christmas , new year , cricket jit e chalu rahe;ha etl ahi pan maulana dargah nd masjido vala ne sarkari pais pagar chalu thay khali diwali ban thay ane bija bada healthi fatakda elect christma new year cricket jit e chalu rahe;1
kapolri jenderal listyo sigit prabowo melarang polisi lalu lintas polantas melakukan tilang manual ke masyarakat dan hanya menerapkan tilang elektronik atau etle .;kapolri jenderal listyo sigit prabowo larang polisi lalu lintas polantas laku tilang manual ke masyarakat dan hanya terap tilang elektronik atau etle;National Police Chief General Listyo Sigit Prabowo has banned the traffic police from issuing manual ticketing to the public and only applying electronic or etle ticketing.;nation polic chief gener listyo sigit prabowo ban traffic polic issu manual ticket public appli electron etl ticket;-1
satlantas brebes sosialisasi tilang elektronik di kodim 0713brebes;satlantas brebes sosialisasi tilang elektronik di kodim brebes;Satlantas Brebes socialization of electronic fines at Kodim 0713brebes;satlanta brebe social electron fine kodim brebe;0
dengan menghilangkan tilang manual yang diganti dgn etilang pasti kedepannya para pungli akan mulai sirna .;dengan hilang tilang manual yang ganti dgn etilang pasti depan para pungli akan mulai sirna;By eliminating manual tickets that are replaced with etilang, it is certain that in the future the extortion will start to disappear.;elimin manual ticket replac etilang certain futur extort start disappear;1
polda metro kembali ajukan hibah 30 unit kamera etle ke pemprov dki;polda metro kembali aju hibah unit kamera etle ke pemprov dki;Polda Metro has again submitted a grant of 30 Etle camera units to the DKI Provincial Government;polda metro submit grant etl camera unit dki provinci govern;1
biar lolos etle , pelat nomor motor nekat dipalsukan pemotor di jepara;biar lolos etle pelat nomor motor nekat palsu motor di jepara;so as to pass etle, motorcycle license plates were recklessly falsified by motorists in Jepara;pass etl motorcycl licens plate recklessli falsifi motorist jepara;-1
skrg gak usah lagi perpanjang sim . wong tilang elektronik g bs mndeteksi didompet kita ada sim kita atau engk . skrg mkin dongkol aja sma klakuan oknum . klo nitip calo silahkn digetok dg hrga calo . klo brgkt sendiri yaa hargailah n ssuai lah dg biaya yg trtera .;skrg gak usah lagi panjang sim wong tilang elektronik g bs mndeteksi dompet kita ada sim kita atau engk skrg mkin dongkol aja sma klakuan oknum klo nitip calo silahkn getok dg hrga calo klo brgkt sendiri yaa harga n ssuai lah dg biaya yg trtera;now there is no need to extend the sim. electronic ticket wong can't detect in our wallet whether we have our sim or not. now it's even more irritated with the behavior of people. if you get a broker, please be beaten with the broker's price. If you go alone, be respectful and according to the costs listed.;need extend sim electron ticket wong detect wallet whether sim even irrit behavior peopl get broker pleas beaten broker price go alon respect accord cost list;-1
giliran etilang lancar lu;gilir etilang lancar lu;your turn is smooth;turn smooth;0
sekarang jaman etle , tapi daripada camera etle , lebih serem camera netijen . mobil parkir baek2 aja tiba2 viral terus ketahuan platnya bodong wkwkwkw . coba main2 ke scbd dh malem , busett itu maybah platnya ajaib semua ituu xixixix;sekarang jaman etle tapi daripada camera etle lebih rem camera netijen mobil parkir baek aja tiba viral terus tahu platnya bodong wkwkwkw coba main ke scbd dh malem busett itu maybah platnya ajaib semua ituu xixixix;it's the etle era now, but rather than the etle camera, netijen's camera is more scary. the car parked just fine suddenly went viral and the license plate was discovered to be fake. try to play on scbd late at night, busett maybe the plate is magical, all of that xixixix;etl era rather etl camera netijen camera scari car park fine suddenli went viral licens plate discov fake tri play scbd late night busett mayb plate magic xixixix;-1
giat pemantauan arus lalu lintas kota pekanbaru melalui cctv rtmc , etle dan stmp , di ruangan rtmc ditlantas polda riau . rabu 1611 malam;giat pantau arus lalu lintas kota pekanbaru lalu cctv rtmc etle dan stmp di ruang rtmc ditlantas polda riau rabu malam;actively monitoring traffic flow in Pekanbaru City through CCTV RTMC, ETL and STMP, in the RTMC room, trafficked by the Riau Regional Police. wednesday 1611 night;activ monitor traffic flow pekanbaru citi cctv rtmc etl stmp rtmc room traffick riau region polic wednesday night;1
naek ini ga kedetect tilang elektronik bg;naek ini ga kedetect tilang elektronik bg;naek doesn't detect electronic ticket bg;naek detect electron ticket bg;0
kebijakan yg bagus pak selain menerapkan etilang jg perlu adanya pihak yg bisa dihubungi untuk melaporkan jika msh terjadi pungli oknum polisi;bijak yg bagus pak selain terap etilang jg perlu ada pihak yg bisa hubung untuk lapor jika msh jadi pungli oknum polisi;It's a good policy, sir, besides applying etilang, you also need a party you can contact to report if there is still extortion by police officers;good polici sir besid appli etilang also need parti contact report still extort polic offic;1
daftar pelanggaran lalu lintas yang tertangkap kamera etle;daftar langgar lalu lintas yang tangkap kamera etle;list of traffic violations caught on camera etle;list traffic violat caught camera etl;-1
sosialisasi etle dan aplikasi smart city banyuasin dulur kito;sosialisasi etle dan aplikasi smart city banyuasin dulur kito;etle socialization and Banyuasin smart city application, Dulur Kito;etl social banyuasin smart citi applic dulur kito;1
cara mudah bayar denda tilang elektronik;cara mudah bayar denda tilang elektronik;an easy way to pay electronic ticket fines;easi way pay electron ticket fine;1
satlantas polres bogor akan terima etle mobile sebagai pengganti tilangmanual;satlantas polres bogor akan terima etle mobile bagai ganti tilangmanual;Bogor Satlantas Polres will accept Etle Mobile as a substitute for a manual ticket;bogor satlanta polr accept etl mobil substitut manual ticket;1
polda sulut rencananya akan menambah 2 kamera etle nasional dan 10 kamera etle regional yang akan tersebar di sejumlah titik padat kendaraan di kota manado .;polda sulut rencana akan tambah kamera etle nasional dan kamera etle regional yang akan sebar di jumlah titik padat kendara di kota manado;North Sulawesi Polda plans to add 2 national Etle cameras and 10 regional Etle cameras which will be spread over a number of densely packed vehicle spots in the city of Manado.;north sulawesi polda plan add nation etl camera region etl camera spread number dens pack vehicl spot citi manado;1
data gar lantas tidak menggunakan helm yang tercapture kamera etle;data gar lantas tidak guna helm yang tercapture kamera etle;data gar then doesn't use a helmet that is captured by an etle camera;data gar use helmet captur etl camera;0
wkwkw kalo tilang elektronik setau gw ya langsung kena pasal pelanggarannya aja , terlepas suratnya lengkap atau enggak ya . klo soal surat , biasanya kenanya pas mau perpanjang sih kan .;wkwkw kalo tilang elektronik tau gw ya langsung kena pasal langgar aja lepas surat lengkap atau enggak ya klo soal surat biasa kena pas mau panjang sih kan;wow, as far as I know, I'm fine with the electronic ticket, just get hit with the violation article, regardless of whether the letter is complete or not. when it comes to letters, usually you have to ask when you want to extend it, right?;wow far know fine electron ticket get hit violat articl regardless whether letter complet come letter usual ask want extend right;1
kegiatan kapolsek rawas ilir polres muratara menhadiri sosialisasi tilang etle dan aplikasi smart city dulur kito;giat kapolsek rawas ilir polres muratara menhadiri sosialisasi tilang etle dan aplikasi smart city dulur kito;the activities of the head of the Ilir Rawas Polres, the Muratara Police, attended the socialization of etle tickets and the smart city application, Dulur Kito;activ head ilir rawa polr muratara polic attend social etl ticket smart citi applic dulur kito;1
aj kal ni chhokario ne joiye etle dakan ne jova ni jarur;aj kal ni chhokario ne joiye etle dakan ne jova ni jarur;aj kal ni chhokario ne joiye etle dakan ne jova ni jarur;aj kal ni chhokario ne joiy etl dakan ne jova ni jarur;0
edukasi sistem tilang elektronik , polda kalsel kumpulkan driver ojek online;edukasi sistem tilang elektronik polda kalsel kumpul driver ojek online;educating the electronic ticket system, the South Kalimantan Regional Police collect online motorcycle taxi drivers;educ electron ticket system south kalimantan region polic collect onlin motorcycl taxi driver;0
jalankan instruksi kapolri soal larangan tilang manual , polda metro jaya gunakan etle mobile dan statis;jalan instruksi kapolri soal larang tilang manual polda metro jaya guna etle mobile dan statis;carry out the instructions from the chief of police regarding the prohibition of manual fines, the Metro Jaya Police use etle mobile and static;carri instruct chief polic regard prohibit manual fine metro jaya polic use etl mobil static;0
ini kenapa banyak cah berkeliaran di jalanan dgn spdmotor tanpa plat nopol . bebas etle kan jadinya .;ini kenapa banyak cah liar di jalan dgn spdmotor tanpa plat nopol bebas etle kan jadi;this is why there are so many cah roaming the streets with motorbikes without license plates. Ethle-free, right?;mani cah roam street motorbik without licens plate ethl free right;0
tilang manual kini sudah diganti etle , ini kata kapolri;tilang manual kini sudah ganti etle ini kata kapolri;manual tickets have now been replaced by etle, said the chief of police;manual ticket replac etl said chief polic;0
terekam melanggar , jne yang antar etilang;rekam langgar jne yang antar etilang;recorded violating, jne inter-etiglang;record violat jne inter etiglang;-1
mungkin perlu di berlakukan etle khusus pengemis pake face recognition , tp emang bener sih gw lebih seneng ngasi duit ke bapak2emak2 yg jualan koran , makanan atau mainan , at least masih ad usahanya lah drpd yg cuma ngemis , mana badan masih keliatan sehat pulak cm didekil2in wwkwk;mungkin perlu di laku etle khusus emis pake face recognition tp emang bener sih gw lebih neng ngasi duit ke bapakemak yg jual koran makan atau main at least masih ad usaha lah drpd yg cuma ngemis mana badan masih liat sehat pulak cm didekilin wwkwk;maybe it needs to be applied specifically for beggars using face recognition, but it's true that I prefer to give money to ladies and gentlemen who sell newspapers, food or toys, at least there's still work to be done than those who just beg;mayb need appli specif beggar use face recognit true prefer give money ladi gentlemen sell newspap food toy least still work done beg;1
dan terjadi lagi . cari2 alasan spy ttp bisa tilang manual . gmn nih pak tiga kondisi yang memaksa polisi bisa lakukan tilang manual meski sudah ada etle;dan jadi lagi cari alas spy ttp bisa tilang manual gmn nih pak tiga kondisi yang paksa polisi bisa laku tilang manual meski sudah ada etle;and it happens again . look for spy reasons but you can get a manual ticket. How about this, sir, three conditions that force the police to issue a manual ticket even though there is ETL;happen look spi reason get manual ticket sir three condit forc polic issu manual ticket even though etl;0
naah gini cakep . arahan dari pak ini segera ditindak lanjuti . smoga dg adanya etilang ini lancsr kedepat;naah gin cakep arah dari pak ini segera tindak lanjut smoga dg ada etilang ini lancsr kedepat;well, this is cute. instructions from this pack are immediately followed up. Hopefully with this label it will run smoothly to the fore;well cute instruct pack immedi follow hope label run smoothli fore;1
giat kampanye dan sosialisasi etle electronic traffic law enforcement kepada masyarakat kota prabumulih , selasa 4 oktober 2022 .;giat kampanye dan sosialisasi etle electronic traffic law enforcement kepada masyarakat kota prabumulih selasa oktober;active campaigning and dissemination of electronic traffic law enforcement to the people of Prebumulih City, Tuesday 4 October 2022.;activ campaign dissemin electron traffic law enforc peopl prebumulih citi tuesday octob;1
pelanggaran lalu lintas makin banyak ditemukan petugas di titiktitik yang tidak terjangkau oleh kamera etle .;langgar lalu lintas makin banyak temu tugas di titiktitik yang tidak jangkau oleh kamera etle;Traffic violations are increasingly found by officers at points that are not covered by etle cameras.;traffic violat increasingli found offic point cover etl camera;-1
surat tilang elektronik dikirim kemana ini cara konfirmasi surat etle;surat tilang elektronik kirim mana ini cara konfirmasi surat etle;Where is an electronic ticket sent, this is how to confirm an etle letter;electron ticket sent confirm etl letter;0
polisi dilarang tilang manual , kapolri tegur lalu dilepas setujuu , kan dah ada etle baca selengkapnya;polisi larang tilang manual kapolri tegur lalu lepas setujuu kan dah ada etle baca lengkap;the police are prohibited from giving manual fines, the chief of police warns them and then lets them go, right, there's an etle read in full;polic prohibit give manual fine chief polic warn let go right etl read full;1
